timestamp,order_id,symbol,side,qty,price,entry_price,notional_usd,profit_usd,profit_pct,portfolio_value_usd,fee_model
2026-04-04T06:07:41.828044+00:00,7804e836-447e-4d1f-9d9e-d79219609b17,CRV/USD,sell,1226.310190371,0.211665,,259.5669,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-04T09:44:55.905396+00:00,83b2319d-c0ec-4aec-b24b-ba7286d72a33,CRV/USD,buy,1235.827969,0.207151,,256.003,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-04T10:44:17.429486+00:00,aebcb5ee-0b6b-4c10-8c0f-bca9981ffc8f,CRV/USD,sell,1233.974227046,0.212293,,261.9641,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-04T14:35:03.565195+00:00,889a5bfd-1029-4ac6-b579-5ea4014138ea,CRV/USD,buy,1244.774732,0.207151,,257.8563,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-04T15:45:39.328448+00:00,eb980b47-ab28-4491-adad-d649ec1a28b7,CRV/USD,sell,1242.907569902,0.212466,,264.0756,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T02:30:35.648880+00:00,4f63ff81-91e9-4f7d-9dc7-592008ed7095,AAVE/USD,buy,1.832045,94.43,,173.0,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T05:12:05.628450+00:00,3d65b68e-eb71-4d2a-b889-f264492daeae,AAVE/USD,sell,1.827464887,93.93,,171.6538,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T05:22:01.588978+00:00,6524a29f-4864-4b91-9a45-915608d28414,CRV/USD,buy,1254.139869,0.207151,,259.7963,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T10:50:11.848211+00:00,32b09bfe-e54a-4c22-92cd-c8e5ad0e540f,CRV/USD,sell,1252.258659196,0.211656,,265.0481,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T11:29:57.928639+00:00,7575e064-35a0-44ab-b016-9b79d72e8340,AAVE/USD,buy,2.780829,92.09,,256.0865,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T16:07:09.157682+00:00,42905862-419f-414a-9dc5-1b332152a40c,AAVE/USD,sell,2.773876927,93.4765,,259.2923,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T16:37:03.330727+00:00,dc4f097e-c8bb-488d-8c92-69a58e06758f,AAVE/USD,buy,2.803709,91.8611,,257.5518,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T19:01:19.607798+00:00,da3d7a9a-7b24-40d2-98c5-0f7c0d252d44,AAVE/USD,sell,2.796699727,93.4765,,261.4257,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T19:33:29.949245+00:00,268bcca6-16ae-4294-a9dd-11e463afb095,AAVE/USD,buy,2.816134,91.82,,258.5774,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
2026-04-05T21:21:41.199468+00:00,9fa099fd-b7b5-4cfb-8713-a004548f79d0,AAVE/USD,sell,2.809093665,93.4765,,262.5842,,,,maker 0.15% + $0.25 vast per zijde (fictief Bitvavo-model)
